Customer Order Number,Color,Size,Flavor,Package Type,Qty (pack unit)
F7963564,Color Agent16,S3,F3,Bag,9788
F7978966,Color Agent29,S1,F3,Bag,9596
F7983919,Color Agent2,S2,F1,Bag,10288
F7989101,Color Agent19,S3,F6,Box,1302
F8006807,Color Agent9,S5,F8,Bag,8320
F8060741,Color Agent36,S5,F3,Box,709
F8131703,Color Agent10,S1,F10,Bag,10876
F8137122,Color Agent6,S1,F1,Box,628
F8152314,Color Agent35,S2,F12,Bag,4780
F8152927,Color Agent30,S1,F8,Box,505
F8162210,Color Agent36,S2,F4,Bag,10508
F8163492,Color Agent28,S4,F5,Bag,6604
F8168702,Color Agent16,S2,F8,Bag,17208
F8184420,Color Agent21,S2,F10,Box,817
F8216970,Color Agent19,S5,F2,Bag,9420
F8238770,Color Agent25,S2,F12,Bag,5192
F8248735,Color Agent15,S3,F8,Box,970
F8251541,Color Agent20,S2,F2,Bag,4944
F8280719,Color Agent26,S3,F9,Bag,5444
F8317844,Color Agent15,S3,F7,Bag,10288
F8322732,Color Agent37,S2,F9,Bag,4860
F8373697,Color Agent29,S5,F9,Box,557
F8454692,Color Agent40,S2,F3,Bag,7068
F8481855,Color Agent21,S4,F12,Bag,10156
F8483973,Color Agent10,S2,F8,Box,811
F8509239,Color Agent36,S3,F12,Bag,8312
F8513548,Color Agent7,S5,F9,Bag,5512
F8539167,Color Agent12,S1,F5,Box,690
F8548772,Color Agent38,S4,F3,Box,2246
F8566442,Color Agent32,S2,F7,Bag,8732
F8587814,Color Agent29,S3,F3,Bag,4060
F8601594,Color Agent34,S3,F3,Bag,11136
F8614926,Color Agent4,S1,F12,Bag,10804
F8637090,Color Agent21,S2,F8,Box,665
F8638149,Color Agent4,S5,F4,Bag,2188
F8721521,Color Agent2,S3,F3,Bag,7884
F8749275,Color Agent8,S2,F9,Bag,6688
F8783823,Color Agent8,S3,F10,Bag,7780
F8827549,Color Agent18,S2,F10,Box,556
F8833887,Color Agent38,S2,F10,Bag,9056
F8839710,Color Agent4,S1,F4,Box,788
F8856062,Color Agent28,S5,F1,Bag,14568
F8880186,Color Agent22,S2,F6,Bag,7740
F8882197,Color Agent4,S5,F10,Box,1023
F8890375,Color Agent9,S2,F9,Box,442
F8895145,Color Agent30,S3,F1,Bag,7100
F8935725,Color Agent23,S5,F9,Bag,7088
F8942520,Color Agent13,S4,F1,Bag,6064
F8970804,Color Agent31,S1,F11,Box,1040
F8984937,Color Agent19,S1,F3,Bag,7144
F8997382,Color Agent30,S2,F10,Bag,10396
F8999444,Color Agent15,S5,F6,Box,1150
F9008052,Color Agent23,S4,F10,Bag,17264
F9096819,Color Agent14,S4,F10,Box,1529
F9174816,Color Agent8,S5,F8,Bag,10060
F9200232,Color Agent28,S2,F6,Box,2074
F9236286,Color Agent4,S4,F2,Bag,8408
F9241430,Color Agent23,S4,F12,Box,1334
F9263813,Color Agent38,S1,F4,Box,1149
F9300697,Color Agent25,S1,F10,Bag,5184
F9335904,Color Agent5,S2,F2,Box,644
F9342908,Color Agent22,S3,F9,Bag,10356
F9353993,Color Agent21,S4,F7,Bag,4236
F9354850,Color Agent19,S1,F6,Box,965
F9391869,Color Agent6,S4,F7,Box,472
F9458350,Color Agent37,S2,F11,Bag,4160
F9459099,Color Agent11,S2,F2,Box,970
F9476071,Color Agent30,S1,F8,Bag,7380
F9480152,Color Agent2,S4,F12,Bag,11460
F9520191,Color Agent17,S1,F2,Bag,6640
F9529237,Color Agent26,S4,F1,Bag,8288
F9551529,Color Agent19,S3,F11,Bag,6480
F9562562,Color Agent37,S3,F12,Bag,7472
F9603124,Color Agent36,S1,F5,Bag,8276
F9649147,Color Agent39,S5,F12,Box,488
F9665843,Color Agent10,S1,F9,Bag,7936
F9669613,Color Agent2,S3,F7,Bag,7012
F9690643,Color Agent24,S3,F3,Bag,8340
F9709538,Color Agent14,S4,F5,Bag,10464
F9731687,Color Agent8,S3,F2,Bag,4500
F9734392,Color Agent22,S3,F1,Bag,6852
F9768930,Color Agent27,S5,F2,Bag,5724
F9791749,Color Agent2,S2,F5,Box,532
F9811635,Color Agent40,S1,F3,Bag,11476
F9824734,Color Agent1,S5,F10,Bag,16008
F9866825,Color Agent3,S4,F12,Box,877
F9878782,Color Agent35,S3,F6,Box,554
F9902902,Color Agent13,S4,F4,Bag,5168
F9903261,Color Agent34,S1,F11,Box,369
F9906469,Color Agent22,S4,F1,Bag,7264
F9910373,Color Agent30,S5,F3,Box,580
F9941794,Color Agent36,S2,F10,Bag,7344
F9952017,Color Agent36,S2,F11,Bag,12348
F9959862,Color Agent25,S5,F11,Box,1262
F9988519,Color Agent11,S1,F5,Bag,10036
G0007231,Color Agent16,S2,F9,Bag,6936
G0017299,Color Agent26,S3,F11,Box,1225
G0061222,Color Agent26,S4,F12,Bag,12404
G0075229,Color Agent18,S2,F4,Bag,3920
G0076296,Color Agent21,S5,F9,Box,650
G0124027,Color Agent39,S2,F12,Bag,3932
G0195499,Color Agent9,S2,F9,Bag,7512
G0256715,Color Agent5,S2,F9,Box,1223
G0291896,Color Agent17,S5,F3,Box,759
G0294582,Color Agent13,S3,F8,Bag,9440
G0307492,Color Agent30,S4,F1,Box,536
G0335022,Color Agent9,S3,F12,Box,444
G0384522,Color Agent7,S3,F9,Bag,6616
G0431828,Color Agent32,S5,F12,Bag,4716
G0433854,Color Agent23,S1,F2,Bag,7240
G0438630,Color Agent20,S3,F7,Bag,3648
G0498909,Color Agent6,S5,F9,Bag,5348
G0519491,Color Agent33,S3,F5,Box,644
G0543458,Color Agent19,S4,F10,Bag,7280
G0576548,Color Agent10,S2,F11,Bag,6080
G0584516,Color Agent12,S2,F10,Bag,7064
G0792114,Color Agent25,S3,F7,Bag,5648
G0807463,Color Agent28,S4,F8,Bag,8984
G0821403,Color Agent30,S5,F6,Box,500
G0841199,Color Agent21,S4,F4,Bag,7288
G0935886,Color Agent37,S5,F9,Bag,10604
G0947652,Color Agent39,S3,F11,Box,601
G0974967,Color Agent7,S1,F7,Bag,11488
G0976097,Color Agent7,S3,F8,Bag,7312
G1003549,Color Agent8,S3,F10,Box,809
G1099611,Color Agent34,S4,F5,Bag,6204
G1139863,Color Agent38,S1,F6,Bag,13820
G1169084,Color Agent20,S4,F1,Bag,4696
G1230930,Color Agent36,S5,F3,Box,1350
G1244163,Color Agent38,S1,F5,Bag,6416
G1253130,Color Agent8,S3,F4,Bag,4916
G1301512,Color Agent20,S2,F7,Bag,9108
G1310179,Color Agent19,S4,F3,Bag,5184
G1331758,Color Agent14,S4,F8,Box,814
G1352128,Color Agent29,S4,F12,Bag,7312
G1369594,Color Agent17,S4,F1,Bag,7772
G1400478,Color Agent17,S4,F10,Bag,11340
G1449433,Color Agent28,S3,F7,Bag,3008
G1499101,Color Agent26,S2,F2,Bag,5580
G1522049,Color Agent18,S2,F8,Bag,3404
G1577060,Color Agent4,S1,F8,Box,713
G1581331,Color Agent5,S2,F1,Bag,9168
G1623469,Color Agent1,S3,F6,Bag,5428
G1665917,Color Agent27,S5,F4,Bag,5620
G1674683,Color Agent13,S3,F8,Box,1161
G1695673,Color Agent8,S3,F10,Bag,6048
G1772520,Color Agent11,S1,F5,Bag,5252
G1775885,Color Agent24,S4,F5,Box,886
G1816598,Color Agent33,S1,F7,Bag,8944
G1831544,Color Agent23,S3,F1,Bag,5452
G1864608,Color Agent19,S4,F4,Box,328
G1865532,Color Agent15,S4,F4,Bag,11808
G1872009,Color Agent28,S5,F10,Box,710
G1919384,Color Agent38,S3,F2,Bag,10040
G1955632,Color Agent27,S3,F10,Bag,7292
G1970116,Color Agent19,S3,F6,Bag,9684
G2020233,Color Agent20,S5,F1,Bag,4668
G2040682,Color Agent34,S1,F6,Bag,9612
G2061071,Color Agent23,S3,F11,Box,736
G2112901,Color Agent38,S3,F5,Box,619
G2148002,Color Agent15,S2,F3,Bag,11772
G2178880,Color Agent22,S2,F7,Bag,8948
G2267172,Color Agent32,S2,F10,Bag,14408
G2282785,Color Agent2,S5,F4,Box,479
G2285722,Color Agent15,S5,F1,Box,426
G2337818,Color Agent27,S1,F7,Bag,4360
G2355773,Color Agent14,S3,F10,Box,1040
G2376599,Color Agent20,S5,F3,Box,1141
G2441239,Color Agent14,S5,F11,Box,694
G2471683,Color Agent8,S3,F1,Box,1025
G2481693,Color Agent40,S5,F2,Bag,3312
G2499721,Color Agent40,S5,F4,Box,430
G2541602,Color Agent8,S5,F8,Bag,13984
G2592841,Color Agent35,S5,F11,Box,407
G2611484,Color Agent20,S5,F10,Bag,5684
G2740701,Color Agent39,S2,F1,Bag,3916
G2912731,Color Agent39,S2,F3,Bag,5760
G2927489,Color Agent38,S1,F7,Bag,3892
G2927968,Color Agent30,S2,F2,Bag,12500
G3009613,Color Agent7,S5,F10,Box,1087
G3050195,Color Agent17,S2,F5,Bag,5252
G3083306,Color Agent38,S4,F9,Bag,8024
G3094050,Color Agent15,S4,F2,Bag,4620
G3128570,Color Agent17,S1,F10,Bag,7284
G3131969,Color Agent40,S4,F7,Bag,9764
G3142393,Color Agent22,S5,F3,Box,618
G3165526,Color Agent35,S4,F8,Box,784
G3228540,Color Agent15,S2,F10,Bag,7516
G3229874,Color Agent25,S2,F4,Bag,9892
G3254730,Color Agent28,S2,F7,Bag,6820
G3317597,Color Agent3,S2,F11,Bag,6748
G3341337,Color Agent7,S5,F7,Bag,5372
G3344751,Color Agent9,S1,F4,Bag,16612
G3345252,Color Agent4,S2,F9,Bag,4664
G3375040,Color Agent9,S1,F6,Bag,9164
G3416108,Color Agent37,S1,F8,Bag,3384
G3435903,Color Agent23,S1,F11,Box,410
G3439782,Color Agent6,S3,F8,Bag,6764
G3440340,Color Agent14,S3,F3,Box,621
G3459671,Color Agent4,S4,F8,Bag,13868
G3466147,Color Agent10,S1,F11,Bag,10608
G3467227,Color Agent21,S4,F3,Bag,7344
G3468846,Color Agent14,S2,F4,Bag,9172
G3507758,Color Agent37,S5,F3,Bag,6600
G3508656,Color Agent23,S5,F3,Bag,5028
G3515902,Color Agent11,S2,F1,Bag,9256
G3522520,Color Agent13,S4,F10,Bag,6196
G3523327,Color Agent28,S1,F4,Bag,5024
G3552467,Color Agent5,S5,F3,Bag,3924
G3581138,Color Agent18,S5,F3,Bag,7284
G3601923,Color Agent30,S4,F11,Bag,15112
G3624253,Color Agent13,S2,F5,Bag,8120
G3643295,Color Agent39,S4,F4,Bag,7172
G3648809,Color Agent6,S1,F10,Box,901
G3668124,Color Agent14,S2,F6,Bag,3480
G3673400,Color Agent40,S2,F5,Bag,5964
G3705773,Color Agent5,S3,F9,Bag,12372
G3722353,Color Agent1,S2,F8,Box,846
G3728246,Color Agent36,S2,F10,Bag,4704
G3780856,Color Agent7,S1,F11,Bag,11472
G3786717,Color Agent13,S1,F8,Bag,5216
G3808279,Color Agent7,S3,F4,Box,697
G3816116,Color Agent26,S3,F11,Bag,5668
G3816960,Color Agent4,S2,F9,Box,820
G3843732,Color Agent2,S5,F5,Bag,4556
G3845204,Color Agent28,S2,F9,Bag,10736
G3860409,Color Agent4,S1,F9,Box,666
G3880565,Color Agent10,S5,F1,Box,512
G3901608,Color Agent10,S5,F7,Bag,7780
G3933913,Color Agent1,S3,F6,Box,564
G3938759,Color Agent22,S2,F3,Bag,9588
G4008649,Color Agent13,S5,F2,Bag,2800
G4021237,Color Agent33,S2,F8,Bag,5308
G4024622,Color Agent40,S3,F1,Box,1179
G4032000,Color Agent22,S1,F10,Bag,5260
G4039885,Color Agent8,S4,F6,Bag,8296
G4089498,Color Agent37,S5,F4,Bag,7640
G4113484,Color Agent14,S5,F5,Box,1006
G4189754,Color Agent36,S2,F11,Bag,9236
G4223530,Color Agent15,S1,F7,Bag,4692
G4323295,Color Agent39,S3,F5,Box,784
G4391041,Color Agent24,S3,F6,Box,796
G4408335,Color Agent9,S5,F3,Bag,7432
G4445864,Color Agent6,S4,F1,Box,979
G4509076,Color Agent36,S2,F11,Bag,13196
G4526255,Color Agent33,S3,F5,Box,301
G4573770,Color Agent8,S3,F10,Box,527
G4577484,Color Agent27,S3,F10,Box,1225
G4580640,Color Agent21,S1,F11,Bag,4552
G4593099,Color Agent17,S1,F5,Bag,9984
G4601184,Color Agent19,S1,F3,Bag,6940
G4621861,Color Agent26,S3,F11,Bag,17416
G4674655,Color Agent13,S2,F2,Box,586
G4716808,Color Agent4,S2,F4,Bag,5608
G4729871,Color Agent39,S5,F2,Box,2991
G4734061,Color Agent10,S1,F10,Bag,7948
G4760316,Color Agent40,S5,F7,Box,464
G4772474,Color Agent30,S5,F6,Box,972
G4780586,Color Agent12,S2,F4,Box,869
G4820723,Color Agent27,S2,F10,Bag,8968
G4837409,Color Agent11,S5,F5,Bag,5696
G4865327,Color Agent2,S1,F9,Bag,13132
G4890186,Color Agent28,S3,F8,Bag,5372
G4964576,Color Agent31,S2,F6,Box,795
G4989092,Color Agent23,S3,F2,Bag,5184
G5051891,Color Agent15,S4,F5,Box,814
G5085044,Color Agent23,S3,F11,Bag,14660
G5103785,Color Agent6,S3,F6,Box,563
G5181391,Color Agent35,S2,F12,Bag,5520
G5199192,Color Agent36,S4,F4,Box,949
G5210820,Color Agent35,S1,F9,Bag,7616
G5227791,Color Agent16,S4,F12,Bag,3300
G5255100,Color Agent20,S1,F8,Bag,9844
G5271406,Color Agent24,S5,F4,Bag,11144
G5299515,Color Agent39,S4,F9,Bag,10044
G5304642,Color Agent23,S5,F8,Bag,10720
G5374178,Color Agent35,S5,F10,Bag,7800
G5443966,Color Agent1,S4,F6,Bag,3448
G5493889,Color Agent17,S3,F7,Bag,7628
G5513438,Color Agent11,S3,F4,Box,1331
G5517419,Color Agent9,S5,F9,Bag,7284
G5572922,Color Agent24,S4,F1,Bag,9436
G5613066,Color Agent33,S5,F9,Bag,8200
G5633426,Color Agent9,S2,F11,Bag,3364
G5667137,Color Agent33,S2,F12,Box,950
G5672940,Color Agent38,S2,F7,Bag,9896
G5675544,Color Agent3,S2,F3,Bag,7140
G5695490,Color Agent14,S1,F7,Bag,6784
G5715050,Color Agent40,S4,F1,Bag,6012
G5715239,Color Agent38,S1,F12,Bag,10072
G5735550,Color Agent12,S4,F5,Box,544
G5765935,Color Agent19,S1,F9,Bag,6004
G5782080,Color Agent31,S5,F10,Bag,5000
G5787904,Color Agent13,S3,F9,Box,1135
G5833151,Color Agent26,S5,F2,Bag,10604
G5940532,Color Agent27,S1,F4,Bag,2400
G5965890,Color Agent8,S1,F9,Bag,4400
G5986057,Color Agent1,S4,F6,Box,614
G5986459,Color Agent1,S5,F5,Bag,9608
G5996081,Color Agent1,S2,F4,Bag,7592
G6005853,Color Agent19,S5,F11,Bag,9388
G6022797,Color Agent1,S1,F7,Bag,5864
G6034113,Color Agent27,S5,F10,Box,699
G6047180,Color Agent20,S2,F12,Box,256
G6086347,Color Agent27,S2,F9,Bag,4600
G6099146,Color Agent9,S1,F4,Box,958
G6114905,Color Agent22,S3,F5,Box,941
G6124964,Color Agent37,S1,F12,Bag,9036
G6125202,Color Agent34,S2,F1,Box,818
G6177067,Color Agent29,S1,F8,Bag,7352
G6178565,Color Agent30,S2,F1,Bag,7616
G6224732,Color Agent32,S2,F7,Bag,6236
G6238766,Color Agent40,S3,F9,Bag,12384
G6240319,Color Agent11,S1,F4,Bag,3388
G6248787,Color Agent14,S2,F9,Bag,7020
G6248954,Color Agent15,S1,F5,Bag,4092
G6312605,Color Agent12,S5,F8,Bag,7064
G6377147,Color Agent10,S3,F12,Bag,5980
G6391287,Color Agent8,S2,F12,Bag,7084
G6395599,Color Agent18,S2,F6,Bag,5492
G6413696,Color Agent23,S1,F7,Box,383
G6427384,Color Agent3,S5,F12,Bag,14224
G6429042,Color Agent2,S3,F5,Bag,4460
G6473387,Color Agent29,S5,F3,Bag,4024
G6482338,Color Agent13,S3,F3,Bag,11708
G6483193,Color Agent19,S5,F5,Box,972
G6491491,Color Agent34,S3,F1,Bag,8096
G6544521,Color Agent21,S3,F6,Bag,6852
G6557168,Color Agent31,S2,F11,Bag,6056
G6573767,Color Agent35,S5,F9,Bag,11588
G6609758,Color Agent27,S1,F2,Bag,5980
G6632801,Color Agent34,S5,F2,Bag,4844
G6662256,Color Agent2,S3,F1,Bag,9092
G6673614,Color Agent21,S1,F9,Bag,9768
G6691786,Color Agent17,S4,F11,Box,927
G6711269,Color Agent22,S4,F1,Box,552
G6759008,Color Agent26,S2,F2,Bag,6508
G6782907,Color Agent30,S3,F7,Bag,8616
G6797734,Color Agent1,S4,F7,Bag,5336
G6802593,Color Agent26,S5,F11,Bag,8864
G6830477,Color Agent35,S2,F8,Bag,7048
G6833138,Color Agent31,S4,F3,Bag,14744
G6861115,Color Agent18,S4,F2,Box,467
G6864231,Color Agent32,S4,F1,Bag,5300
G6879065,Color Agent20,S2,F6,Box,322
G6928357,Color Agent1,S3,F3,Bag,5052
G6930131,Color Agent39,S3,F1,Box,679
G6938886,Color Agent18,S4,F8,Box,536
G6941693,Color Agent33,S5,F5,Bag,7656
G6950051,Color Agent7,S2,F7,Bag,10944
G6999570,Color Agent33,S3,F3,Box,718
G7000931,Color Agent15,S1,F9,Box,1500
G7002773,Color Agent30,S1,F3,Box,582
G7016816,Color Agent19,S5,F3,Bag,6012
G7046322,Color Agent39,S4,F12,Bag,8268
G7048818,Color Agent40,S5,F2,Bag,7496
G7071743,Color Agent36,S3,F1,Box,502
G7128325,Color Agent30,S5,F9,Bag,6368
G7198085,Color Agent20,S1,F4,Bag,4712
G7200264,Color Agent19,S2,F3,Bag,11020
G7229265,Color Agent7,S4,F7,Bag,5232
G7234812,Color Agent32,S3,F1,Bag,7064
G7292992,Color Agent8,S5,F4,Bag,6212
G7293638,Color Agent26,S5,F3,Bag,10408
G7325336,Color Agent33,S2,F4,Bag,15884
G7334844,Color Agent8,S2,F12,Bag,4968
G7383743,Color Agent35,S2,F3,Box,909
G7396746,Color Agent23,S2,F5,Bag,2920
G7399131,Color Agent22,S5,F4,Bag,11800
G7450662,Color Agent19,S1,F11,Bag,12096
G7463947,Color Agent2,S5,F6,Box,629
G7517188,Color Agent4,S4,F1,Bag,7572
G7531120,Color Agent38,S5,F3,Bag,7432
G7543512,Color Agent3,S1,F6,Bag,7164
G7567532,Color Agent26,S2,F5,Bag,4892
G7577835,Color Agent16,S4,F9,Bag,5908
G7579748,Color Agent2,S2,F8,Bag,5732
G7594288,Color Agent36,S5,F6,Bag,6960
G7613653,Color Agent25,S4,F10,Box,353
G7680097,Color Agent14,S3,F5,Bag,7368
G7701394,Color Agent38,S5,F7,Bag,8100
G7705229,Color Agent17,S5,F2,Bag,3624
G7731630,Color Agent26,S4,F8,Bag,12096
G7805064,Color Agent6,S4,F9,Bag,7064
G7805229,Color Agent26,S4,F4,Bag,7408
G7877182,Color Agent3,S1,F6,Bag,4808
G7877906,Color Agent29,S3,F1,Box,358
G7929647,Color Agent16,S5,F2,Bag,9584
G7937772,Color Agent38,S1,F11,Box,994
G7952812,Color Agent27,S1,F6,Box,494
G7955650,Color Agent20,S3,F11,Bag,13472
G7961274,Color Agent18,S2,F7,Bag,10296
G7976067,Color Agent19,S2,F6,Box,848
G7987551,Color Agent18,S1,F2,Bag,6460
G8008706,Color Agent6,S1,F5,Bag,8260
G8014534,Color Agent5,S2,F6,Box,550
G8083447,Color Agent15,S3,F12,Bag,20464
G8085515,Color Agent15,S2,F7,Box,1250
G8092455,Color Agent25,S5,F3,Bag,8260
G8097343,Color Agent26,S5,F1,Bag,10296
G8117246,Color Agent5,S5,F4,Box,925
G8139209,Color Agent7,S4,F1,Bag,9896
G8143049,Color Agent7,S5,F8,Bag,9452
G8166282,Color Agent8,S3,F4,Bag,9548
G8191159,Color Agent33,S2,F6,Bag,4604
G8209022,Color Agent10,S2,F6,Bag,7028
G8223169,Color Agent12,S3,F7,Bag,3884
G8229907,Color Agent37,S5,F9,Bag,4188
G8265524,Color Agent22,S4,F4,Box,886
G8326110,Color Agent28,S1,F11,Bag,10440
G8353091,Color Agent2,S3,F2,Bag,11936
G8373542,Color Agent10,S3,F9,Bag,4184
G8402272,Color Agent35,S3,F8,Box,936
G8458530,Color Agent6,S2,F4,Bag,9140
G8470827,Color Agent1,S1,F7,Bag,5872
G8494234,Color Agent15,S3,F10,Box,904
G8527807,Color Agent38,S4,F6,Bag,15084
G8558030,Color Agent30,S3,F8,Box,576
G8590309,Color Agent32,S5,F9,Bag,11076
G8602962,Color Agent20,S4,F2,Box,1110
G8676788,Color Agent23,S5,F4,Box,916
G8701524,Color Agent11,S1,F4,Box,725
G8755732,Color Agent13,S2,F2,Box,516
G8766561,Color Agent23,S4,F11,Bag,8264
G8786857,Color Agent9,S1,F3,Box,966
G8792814,Color Agent24,S2,F4,Box,842
G8801217,Color Agent31,S5,F10,Box,736
G8875666,Color Agent22,S1,F10,Bag,8388
G8905221,Color Agent1,S3,F11,Bag,6616
G8966874,Color Agent1,S2,F5,Bag,8616
G8987384,Color Agent14,S4,F6,Box,555
G9006682,Color Agent14,S3,F6,Bag,6712
G9009879,Color Agent8,S4,F5,Box,484
G9013873,Color Agent5,S4,F10,Bag,6076
G9028089,Color Agent34,S1,F5,Box,1547
G9028508,Color Agent17,S2,F4,Bag,7628
G9031619,Color Agent20,S2,F9,Box,500
G9054784,Color Agent4,S1,F10,Box,518
G9073595,Color Agent4,S3,F7,Bag,9972
G9089601,Color Agent15,S1,F7,Bag,3840
G9094387,Color Agent38,S3,F7,Box,1143
G9135280,Color Agent18,S4,F9,Bag,6100
G9148149,Color Agent17,S1,F5,Box,789
G9161377,Color Agent2,S5,F9,Bag,6516
G9216928,Color Agent27,S5,F3,Box,650
G9229965,Color Agent5,S3,F4,Box,666
G9283583,Color Agent37,S2,F4,Box,570
G9290521,Color Agent9,S4,F2,Bag,8448
G9334467,Color Agent3,S2,F9,Bag,8248
G9402942,Color Agent12,S2,F10,Bag,2992
G9427391,Color Agent10,S3,F12,Bag,6484
G9433121,Color Agent19,S1,F2,Bag,6284
G9465222,Color Agent8,S5,F2,Bag,3116
G9556893,Color Agent25,S3,F6,Bag,6240
G9639448,Color Agent28,S3,F11,Box,717
G9645046,Color Agent12,S5,F3,Box,883
G9696992,Color Agent37,S4,F7,Bag,8032
G9719981,Color Agent32,S5,F5,Box,739
G9722938,Color Agent3,S1,F7,Bag,6412
G9744276,Color Agent23,S4,F8,Box,948
G9776510,Color Agent31,S1,F10,Box,832
G9823234,Color Agent31,S4,F1,Bag,6704
G9833834,Color Agent9,S1,F4,Box,765
G9836944,Color Agent29,S1,F1,Bag,2792
G9987349,Color Agent24,S3,F10,Bag,10712
H0017542,Color Agent35,S2,F8,Bag,6004
H0033791,Color Agent5,S5,F1,Box,445
H0036486,Color Agent4,S3,F10,Bag,18048
H0074331,Color Agent24,S2,F11,Bag,6116
H0211637,Color Agent8,S5,F5,Bag,13068
H0213882,Color Agent34,S1,F1,Box,1545
H0247376,Color Agent24,S2,F5,Box,998
H0280143,Color Agent34,S4,F10,Bag,5852
H0316574,Color Agent5,S3,F1,Bag,3904
H0336293,Color Agent27,S5,F6,Box,500
H0396715,Color Agent15,S1,F7,Bag,8736
H0424996,Color Agent3,S2,F6,Box,703
H0427143,Color Agent8,S4,F3,Bag,10680
H0437141,Color Agent17,S2,F1,Bag,12728
H0454836,Color Agent6,S1,F6,Box,1356
H0467772,Color Agent26,S4,F1,Box,883
H0484977,Color Agent28,S2,F12,Box,1145
H0486680,Color Agent2,S4,F5,Bag,9116
H0496166,Color Agent26,S3,F7,Box,1162
H0509507,Color Agent3,S5,F5,Bag,3172
H0555087,Color Agent20,S2,F6,Bag,10920
H0611523,Color Agent19,S1,F1,Bag,7260
H0620183,Color Agent28,S5,F7,Box,581
H0666281,Color Agent27,S2,F5,Bag,6080
H0667341,Color Agent6,S3,F11,Bag,6832
H0674526,Color Agent1,S5,F12,Bag,2988
H0720908,Color Agent38,S3,F9,Box,811
H0753406,Color Agent4,S2,F3,Bag,5252
H0762861,Color Agent25,S4,F10,Box,982
H0769100,Color Agent1,S4,F2,Bag,3908
H0796335,Color Agent1,S2,F3,Bag,24256
H0811412,Color Agent2,S1,F10,Box,2066
H0817207,Color Agent28,S5,F4,Bag,5016
H0833343,Color Agent18,S5,F7,Bag,14400
H0834244,Color Agent24,S3,F2,Box,511
H0862902,Color Agent24,S1,F1,Bag,11208
H0877478,Color Agent18,S5,F9,Bag,16824
H0891021,Color Agent1,S3,F1,Bag,6780
H0905990,Color Agent11,S2,F3,Bag,6936
H0926365,Color Agent26,S5,F7,Bag,11852
H0983962,Color Agent40,S4,F12,Bag,18932
H0993533,Color Agent27,S2,F11,Bag,8540
H1036029,Color Agent21,S5,F9,Bag,4208
H1041173,Color Agent25,S3,F7,Bag,4996
H1042303,Color Agent26,S5,F2,Bag,5708
H1054234,Color Agent15,S4,F8,Bag,8716
H1088751,Color Agent36,S4,F9,Bag,7088
H1119049,Color Agent28,S1,F8,Bag,12548
H1129797,Color Agent1,S3,F12,Box,937
H1160406,Color Agent2,S2,F8,Box,870
H1237418,Color Agent16,S1,F2,Bag,3856
H1315751,Color Agent1,S4,F7,Bag,3460
H1323978,Color Agent7,S5,F1,Bag,6976
H1345168,Color Agent29,S5,F1,Bag,5380
H1364880,Color Agent11,S3,F3,Box,408
H1409187,Color Agent24,S3,F11,Box,1100
H1424010,Color Agent30,S1,F1,Bag,4884
H1439280,Color Agent6,S2,F11,Bag,3300
H1443687,Color Agent39,S5,F3,Bag,6388
H1471470,Color Agent14,S3,F3,Bag,4480
H1487794,Color Agent40,S2,F7,Bag,9592
H1501005,Color Agent7,S1,F6,Bag,9612
H1517719,Color Agent11,S1,F5,Bag,7516
H1596933,Color Agent33,S3,F7,Bag,8552
H1605171,Color Agent29,S1,F4,Bag,4956
H1639537,Color Agent21,S5,F11,Box,688
H1674498,Color Agent10,S1,F8,Box,1112
H1687057,Color Agent22,S1,F1,Box,986
H1696529,Color Agent10,S5,F10,Bag,7036
H1742030,Color Agent13,S4,F8,Bag,10948
H1753583,Color Agent18,S4,F7,Bag,16576
H1768729,Color Agent12,S4,F5,Bag,17116
H1770632,Color Agent3,S5,F4,Bag,4140
H1770768,Color Agent20,S1,F2,Bag,5504
H1809879,Color Agent37,S5,F10,Bag,12992
H1818707,Color Agent24,S2,F7,Bag,8676
H1822068,Color Agent22,S4,F2,Box,933
H1833029,Color Agent29,S4,F6,Bag,16700
H1841678,Color Agent39,S1,F11,Bag,9788
H1863707,Color Agent19,S5,F8,Bag,5820
H1885594,Color Agent11,S2,F8,Bag,5792
H1928094,Color Agent35,S2,F2,Bag,5032
H1957517,Color Agent28,S3,F11,Bag,11784
H2010129,Color Agent17,S1,F10,Bag,9140
H2013545,Color Agent29,S1,F2,Bag,9888
H2037287,Color Agent24,S1,F4,Box,614
H2089521,Color Agent40,S2,F3,Box,503
H2116823,Color Agent16,S1,F12,Bag,6076
H2122080,Color Agent29,S1,F1,Bag,6664
H2143412,Color Agent21,S3,F9,Box,598
H2171380,Color Agent34,S1,F11,Bag,9544
H2189658,Color Agent10,S5,F10,Box,775
H2278040,Color Agent16,S3,F5,Bag,4988
H2304509,Color Agent4,S4,F4,Box,886
H2332355,Color Agent31,S5,F2,Bag,9508
H2335218,Color Agent17,S1,F8,Bag,5624
H2357274,Color Agent24,S2,F3,Bag,6536
H2357314,Color Agent38,S4,F9,Box,560
H2368365,Color Agent35,S2,F5,Bag,3348
H2383005,Color Agent10,S1,F3,Bag,8256
H2384225,Color Agent4,S2,F6,Bag,9244
H2405744,Color Agent19,S3,F9,Bag,9372
H2501019,Color Agent24,S2,F1,Bag,10580
H2559922,Color Agent38,S4,F12,Bag,5724
H2561595,Color Agent39,S3,F3,Box,555
H2584557,Color Agent15,S4,F6,Bag,8560
